round,t1,t2,t3,t4,offset,rtt,diff
1,1731093675.778035,1731093676.6714063,1731093676.6714172,1731093676.5786383,0.4930751323699951,0.8006033897399902,0.19993948936462402
2,1731093678.1602154,1731093678.1605294,1731093678.1605918,1731093678.5609791,-0.2000366449356079,0.40076375007629395,2.86102294921875e-05
3,1731093679.27898,1731093679.4793253,1731093679.479388,1731093679.679797,-3.1828880310058594e-05,0.4008169174194336,6.008148193359375e-05
4,1731093681.153488,1731093681.3539362,1731093681.353997,1731093681.5543015,7.18832015991211e-05,0.40081357955932617,1.1682510375976562e-05
5,1731093682.9694245,1731093683.169801,1731093683.1699238,1731093683.3702898,5.245208740234375e-06,0.4008653163909912,1.6450881958007812e-05
6,1731093684.1295176,1731093684.3298259,1731093684.3299465,1731093684.5303845,-6.4849853515625e-05,0.4008669853210449,4.76837158203125e-05
7,1731093685.5254877,1731093685.7259972,1731093685.7260597,1731093685.9265368,1.621246337890625e-05,0.4010491371154785,3.123283386230469e-05
8,1731093687.0798972,1731093687.2802498,1731093687.2803128,1731093687.4806867,-1.0609626770019531e-05,0.4007894992828369,4.172325134277344e-05
9,1731093688.431559,1731093688.6320362,1731093688.63209,1731093688.8325167,2.5272369384765625e-05,0.4009575843811035,1.6689300537109375e-05
10,1731093689.7887769,1731093689.9892402,1731093689.9893026,1731093690.1897643,8.344650268554688e-07,0.4009873867034912,1.5974044799804688e-05
11,1731093691.2289267,1731093691.4293158,1731093691.4293787,1731093691.629676,4.589557647705078e-05,0.40074944496154785,2.9802322387695312e-05
12,1731093693.1031194,1731093693.3034248,1731093693.3034875,1731093693.5039964,-0.0001016855239868164,0.4008769989013672,7.128715515136719e-05
13,1731093694.0161676,1731093694.216622,1731093694.216685,1731093694.4169686,8.547306060791016e-05,0.4008009433746338,1.4066696166992188e-05
14,1731093695.1888,1731093695.3891068,1731093695.3891692,1731093695.5895422,-3.314018249511719e-05,0.4007420539855957,1.9073486328125e-05
15,1731093696.3047054,1731093696.5050435,1731093696.5051067,1731093696.7054093,1.7762184143066406e-05,0.40070390701293945,1.9073486328125e-06
16,1731093697.8607244,1731093698.061043,1731093698.0611079,1731093698.2614672,-2.0384788513183594e-05,0.400742769241333,2.193450927734375e-05
17,1731093698.9677892,1731093699.1681354,1731093699.168198,1731093699.3685315,6.4373016357421875e-06,0.4007422924041748,1.5497207641601562e-05
18,1731093700.6360564,1731093700.8364892,1731093700.8365521,1731093701.0369442,2.0384788513183594e-05,0.40088772773742676,5.0067901611328125e-06
19,1731093701.811228,1731093702.0116098,1731093702.0116746,1731093702.2120314,1.2516975402832031e-05,0.4008033275604248,1.71661376953125e-05
20,1731093702.991429,1731093703.1917555,1731093703.1918182,1731093703.3922431,-4.9233436584472656e-05,0.4008140563964844,3.147125244140625e-05
21,1731093704.7395904,1731093704.9400833,1731093704.9401457,1731093705.1404655,8.654594421386719e-05,0.4008750915527344,5.459785461425781e-05
22,1731093706.090601,1731093706.2909148,1731093706.2909787,1731093706.4913876,-4.756450653076172e-05,0.4007866382598877,7.3909759521484375e-06
23,1731093712.441644,1731093712.6419713,1731093712.642036,1731093712.8425364,-8.654594421386719e-05,0.4008924961090088,7.939338684082031e-05
24,1731093718.4003005,1731093718.6006656,1731093718.6007285,1731093718.8009832,5.519390106201172e-05,0.4006826877593994,2.4318695068359375e-05
25,1731093719.5607157,1731093719.761061,1731093719.7611253,1731093719.961455,7.748603820800781e-06,0.4007394313812256,1.6450881958007812e-05
26,1731093720.6027699,1731093720.8031132,1731093720.8031764,1731093721.0035121,3.814697265625e-06,0.4007422924041748,1.2636184692382812e-05
27,1731093727.3446238,1731093727.5449514,1731093727.5450146,1731093727.7453156,1.33514404296875e-05,0.4006917476654053,9.5367431640625e-07
28,1731093729.029362,1731093729.2297354,1731093729.229798,1731093729.4301944,-1.1444091796875e-05,0.4008324146270752,1.0728836059570312e-05
29,1731093730.8219597,1731093731.0223267,1731093731.0223906,1731093731.2227447,6.4373016357421875e-06,0.400784969329834,4.5299530029296875e-06
30,1731093732.598706,1731093732.7990277,1731093732.7990918,1731093732.9994693,-2.7894973754882812e-05,0.40076327323913574,3.24249267578125e-05
31,1731093734.167591,1731093734.36795,1731093734.3680124,1731093734.5684357,-3.218650817871094e-05,0.4008445739746094,6.389617919921875e-05
32,1731093736.0515213,1731093736.2519653,1731093736.2520285,1731093736.4523246,7.390975952148438e-05,0.4008033275604248,9.775161743164062e-06
33,1731093736.9651346,1731093737.1654413,1731093737.165506,1731093737.3659513,-6.937980651855469e-05,0.4008166790008545,5.984306335449219e-05
34,1731093738.803461,1731093739.0038354,1731093739.003963,1731093739.2043617,-1.2159347534179688e-05,0.40090060234069824,7.176399230957031e-05
