round,t1,t2,t3,t4,offset,rtt,diff
1,1731092138.79122,1731092138.6311946,1731092138.631253,1731092138.8920028,-0.21038758754730225,0.10078287124633789,7.724761962890625e-05
2,1731092139.5100272,1731092139.5604467,1731092139.5605128,1731092139.6109872,-2.7418136596679688e-05,0.10096001625061035,1.6689300537109375e-05
3,1731092140.8170328,1731092140.867457,1731092140.8675222,1731092140.9179711,-1.239776611328125e-05,0.10093832015991211,2.8371810913085938e-05
4,1731092141.6316068,1731092141.682052,1731092141.6821177,1731092141.7324924,3.516674041748047e-05,0.10088562965393066,7.62939453125e-06
5,1731092142.7110736,1731092142.7614858,1731092142.7615516,1731092142.8120139,-2.5033950805664062e-05,0.10094022750854492,1.7881393432617188e-05
6,1731092143.476293,1731092143.5267327,1731092143.5267982,1731092143.5771868,2.5510787963867188e-05,0.10089373588562012,8.106231689453125e-06
7,1731092149.9450078,1731092149.9954178,1731092149.9954827,1731092150.0458345,2.9087066650390625e-05,0.10082674026489258,3.695487976074219e-05
8,1731092151.188444,1731092151.2387543,1731092151.2388191,1731092151.2892964,-8.344650268554688e-05,0.10085248947143555,4.6253204345703125e-05
9,1731092152.5741868,1731092152.6246443,1731092152.6247087,1731092152.6750631,5.14984130859375e-05,0.1008763313293457,5.0067901611328125e-06
10,1731092153.4386556,1731092153.4890652,1731092153.489133,1731092153.5395405,9.5367431640625e-07,0.10088491439819336,6.198883056640625e-06
11,1731092154.3972938,1731092154.4476604,1731092154.4477246,1731092154.4981556,-3.218650817871094e-05,0.10086178779602051,2.6702880859375e-05
12,1731092155.8354578,1731092155.8860314,1731092155.8860955,1731092155.9364867,9.119510650634766e-05,0.1010289192199707,6.532669067382812e-05
13,1731092156.8729925,1731092156.9233084,1731092156.9233727,1731092156.9738386,-7.49826431274414e-05,0.1008460521697998,1.0013580322265625e-05
14,1731092157.624502,1731092157.6749365,1731092157.675002,1731092157.7251704,0.00013315677642822266,0.10066843032836914,0.0001232624053955078
15,1731092163.884458,1731092163.9346707,1731092163.9347358,1731092163.9851983,-0.00012493133544921875,0.10074019432067871,2.6226043701171875e-06
16,1731092165.4437048,1731092165.4940379,1731092165.4941018,1731092165.5444255,4.649162292480469e-06,0.10072064399719238,3.0994415283203125e-06
17,1731092166.0605865,1731092166.110937,1731092166.1110024,1731092166.1613383,7.3909759521484375e-06,0.10075187683105469,1.0251998901367188e-05
18,1731092167.2347612,1731092167.2852037,1731092167.2852707,1731092167.3356779,1.7642974853515625e-05,0.10091662406921387,2.7418136596679688e-05
19,1731092168.555636,1731092168.605942,1731092168.6060073,1731092168.6564393,-6.29425048828125e-05,0.10080337524414062,3.4809112548828125e-05
20,1731092169.2175038,1731092169.2679477,1731092169.2680118,1731092169.318391,3.230571746826172e-05,0.10088729858398438,2.384185791015625e-06
21,1731092169.939056,1731092169.9894626,1731092169.989529,1731092170.039966,-1.52587890625e-05,0.10091018676757812,1.7404556274414062e-05
22,1731092171.0614705,1731092171.111952,1731092171.1120167,1731092171.1623924,5.2928924560546875e-05,0.1009218692779541,3.4809112548828125e-05
23,1731092172.4332175,1731092172.483532,1731092172.483598,1731092172.534031,-5.924701690673828e-05,0.10081338882446289,2.4318695068359375e-05
24,1731092173.2272286,1731092173.2776625,1731092173.2777271,1731092173.3281186,2.1219253540039062e-05,0.10088992118835449,3.337860107421875e-06
25,1731092174.114772,1731092174.165225,1731092174.1652899,1731092174.215684,2.944469451904297e-05,0.10091185569763184,2.6941299438476562e-05
26,1731092175.1071603,1731092175.1575367,1731092175.1576018,1731092175.208044,-3.2901763916015625e-05,0.10088372230529785,6.67572021484375e-06
27,1731092176.283418,1731092176.3338277,1731092176.3339531,1731092176.3843985,-1.7762184143066406e-05,0.10098052024841309,2.47955322265625e-05
28,1731092177.0100193,1731092177.060447,1731092177.0605135,1731092177.1109278,6.67572021484375e-06,0.10090851783752441,1.71661376953125e-05
29,1731092178.4037616,1731092178.45414,1731092178.454204,1731092178.5045764,2.9802322387695312e-06,0.1008148193359375,1.4543533325195312e-05
30,1731092179.1011608,1731092179.1515715,1731092179.1516356,1731092179.2020345,5.9604644775390625e-06,0.10087370872497559,8.58306884765625e-06
31,1731092180.0372336,1731092180.0874667,1731092180.087531,1731092180.1379635,-9.965896606445312e-05,0.10072994232177734,0.00010824203491210938
32,1731092181.5914896,1731092181.6420128,1731092181.6420782,1731092181.6923642,0.00011861324310302734,0.10087466239929199,1.049041748046875e-05
33,1731092188.1729834,1731092188.2233849,1731092188.2234514,1731092188.2738671,-7.152557373046875e-06,0.10088372230529785,5.1021575927734375e-05
34,1731092189.4943817,1731092189.5447893,1731092189.544917,1731092189.5953193,2.7418136596679688e-06,0.1009376049041748,5.9604644775390625e-06
35,1731092190.7273307,1731092190.777746,1731092190.777811,1731092190.828181,2.2649765014648438e-05,0.10085034370422363,2.8133392333984375e-05
36,1731092191.3383374,1731092191.3886108,1731092191.3886776,1731092191.4391177,-8.33272933959961e-05,0.10078024864196777,5.555152893066406e-05
37,1731092192.6933222,1731092192.7437897,1731092192.7439117,1731092192.7942696,5.4836273193359375e-05,0.10094738006591797,0.0
38,1731092193.7456098,1731092193.7960234,1731092193.7960877,1731092193.8465033,-9.5367431640625e-07,0.10089349746704102,1.1920928955078125e-06
