round,t1,t2,t3,t4,offset,rtt,diff
1,1731092721.9151552,None,None,None,-0.20384907722473145,None,0.11974954605102539
2,1731092722.8167584,None,None,None,-1,None,0.11975240707397461
3,1731092728.8233032,None,None,None,-1,None,0.11975216865539551
4,1731092734.8297322,None,None,None,0.9923202991485596,None,1.112070083618164
5,1731092740.1293864,None,None,None,-2.0962986946105957,None,0.9842286109924316
6,1731092739.1350307,None,None,None,0.9488692283630371,None,0.03535938262939453
7,1731092741.1858716,None,None,None,0.6810832023620605,None,0.645723819732666
8,1731092742.9689357,None,None,None,-0.2007601261138916,None,0.4449639320373535
9,1731092743.8701887,None,None,None,-0.6614429950714111,None,0.21647906303405762
10,1731092744.3107376,None,None,None,-0.34543871879577637,None,0.561917781829834
11,1731092745.067385,None,None,None,1.008502721786499,None,0.44658517837524414
12,1731092747.1779938,None,None,None,2.1999802589416504,None,2.6465651988983154
13,1731092755.3842843,None,None,None,-1,None,2.6465673446655273
14,1731092761.390699,None,None,None,-1.6011672019958496,None,1.0453970432281494
15,1731092760.790882,None,None,None,-2.877450942993164,None,1.8320538997650146
16,1731092758.9147623,None,None,None,-0.5877053737640381,None,2.419759750366211
17,1731092759.3284593,None,None,None,3.679103374481201,None,1.2593450546264648
18,1731092765.2115848,None,None,None,-0.8265349864959717,None,0.43280982971191406
19,1731092765.4870474,None,None,None,-1.9073486328125e-06,None,0.43280792236328125
20,1731092766.589041,None,None,None,-7.3909759521484375e-06,None,0.4328012466430664
21,1731092767.6910212,None,None,None,3.695487976074219e-05,None,0.43283724784851074
22,1731092768.7930984,None,None,None,-3.409385681152344e-05,None,0.4328036308288574
23,1731092769.895017,None,None,None,3.075599670410156e-05,None,0.4328343868255615
24,1731092770.9970455,None,None,None,1.1444091796875e-05,None,0.4328455924987793
25,1731092772.0991497,None,None,None,-1,None,0.4328482151031494
26,1731092778.1055586,None,None,None,1.66843581199646,None,2.101280927658081
27,1731092780.7754042,None,None,None,-0.8341081142425537,None,1.26717209815979
28,1731092780.942777,None,None,None,-1.200803279876709,None,0.06636881828308105
29,1731092780.743389,None,None,None,-0.13316559791564941,None,0.06679654121398926
30,1731092781.6115563,None,None,None,0.5840604305267334,None,0.5172641277313232
31,1731092783.196962,None,None,None,0.40894079208374023,None,0.9262053966522217
32,1731092784.6073053,None,None,None,-0.19762158393859863,None,0.728583812713623
33,1731092786.1157634,None,None,None,-1,None,0.7285864353179932
34,1731092792.1221666,None,None,None,3.7597994804382324,None,4.488383769989014
35,1731092796.9838824,None,None,None,-1,None,4.488386154174805
36,1731092802.9903123,None,None,None,-1,None,4.488386154174805
37,1731092808.996817,None,None,None,-2.9733755588531494,None,1.5150084495544434
38,1731092807.125541,None,None,None,0.8999066352844238,None,2.414914846420288
39,1731092809.1274927,None,None,None,2.677126884460449,None,5.092041492462158
40,1731092817.811139,None,None,None,-2.452115774154663,None,2.639925956726074
41,1731092816.4611328,None,None,None,-2.384185791015625e-05,None,2.639901876449585
42,1731092817.5631533,None,None,None,-7.152557373046875e-06,None,2.63989520072937
43,1731092818.6651578,None,None,None,-4.5299530029296875e-06,None,2.639890193939209
44,1731092819.7671273,None,None,None,-1,None,2.639892578125
45,1731092825.7735872,None,None,None,1.668466567993164,None,4.308356285095215
46,1731092828.4435494,None,None,None,-0.834092378616333,None,3.4742631912231445
47,1731092828.6108098,None,None,None,-1.2008752822875977,None,2.273388147354126
48,1731092828.4112759,None,None,None,0.21650362014770508,None,2.4898931980133057
49,1731092829.7299497,None,None,None,-0.12985014915466309,None,2.3600425720214844
50,1731092830.701953,None,None,None,-0.29285669326782227,None,2.0671863555908203
51,1731092831.5111003,None,None,None,0.07749676704406738,None,2.1446828842163086
52,1731092832.690523,None,None,None,0.2754793167114258,None,2.4201622009277344
53,1731092834.0678532,None,None,None,2.1457672119140625e-05,None,2.4201836585998535
54,1731092835.1698544,None,None,None,4.076957702636719e-05,None,2.42022442817688
55,1731092836.2720568,None,None,None,-0.0002090930938720703,None,2.4200150966644287
