round,t1,t2,t3,t4,offset,rtt,diff
1,1731092721.8240554,None,None,None,-0.11274933815002441,None,0.11679196357727051
2,1731092722.8139064,None,None,None,-1,None,0.11679577827453613
3,1731092728.8204775,None,None,None,1.6697449684143066,None,1.7865359783172607
4,1731092731.4916632,None,None,None,0.08533716201782227,None,1.871873378753662
5,1731092732.6789916,None,None,None,-1.6324174404144287,None,0.2394561767578125
6,1731092732.1485264,None,None,None,-1,None,0.23945999145507812
7,1731092738.1550515,None,None,None,3.6735260486602783,None,3.91298246383667
8,1731092742.9303749,None,None,None,-0.1219637393951416,None,3.79101824760437
9,1731092743.9102812,None,None,None,-2.8464748859405518,None,0.9445436000823975
10,1731092742.1658728,None,None,None,-2.0433263778686523,None,1.0987827777862549
11,1731092741.224476,None,None,None,0.6023027896881104,None,0.49648022651672363
12,1731092742.9287424,None,None,None,1.984269618988037,None,1.4877896308898926
13,1731092746.015041,None,None,None,1.0365564823150635,None,2.524346113204956
14,1731092748.1537712,None,None,None,-2.07788348197937,None,0.44646239280700684
15,1731092747.177871,None,None,None,2.2001030445098877,None,2.6465654373168945
16,1731092755.384471,None,None,None,-1,None,2.6465675830841064
17,1731092761.3909807,None,None,None,-2.877732753753662,None,0.23116683959960938
18,1731092759.6154318,None,None,None,0.587744951248169,None,0.35657763481140137
19,1731092761.3054821,None,None,None,1.559938907623291,None,1.9165170192718506
20,1731092764.7669008,None,None,None,-1.759338140487671,None,0.15717864036560059
21,1731092764.10942,None,None,None,0.27562975883483887,None,0.43280839920043945
22,1731092765.4871268,None,None,None,-8.130073547363281e-05,None,0.4327270984649658
23,1731092766.5890298,None,None,None,3.814697265625e-06,None,0.43273067474365234
24,1731092767.691066,None,None,None,-7.867813110351562e-06,None,0.4327225685119629
25,1731092768.793059,None,None,None,5.245208740234375e-06,None,0.43272829055786133
26,1731092769.8950536,None,None,None,-5.9604644775390625e-06,None,0.4327220916748047
27,1731092770.99702,None,None,None,3.695487976074219e-05,None,0.43275952339172363
28,1731092772.099208,None,None,None,-1,None,0.43276143074035645
29,1731092778.1056836,None,None,None,1.66837739944458,None,2.101135730743408
30,1731092780.775436,None,None,None,-0.8342330455780029,None,1.2669029235839844
31,1731092780.9425848,None,None,None,-1.2008349895477295,None,0.06606817245483398
32,1731092780.743216,None,None,None,-0.13297343254089355,None,0.06690573692321777
33,1731092781.6116529,None,None,None,0.4088442325592041,None,0.34193944931030273
34,1731092783.525121,None,None,None,-0.28334903717041016,None,0.05859017372131348
35,1731092784.3438485,None,None,None,-1,None,0.0585935115814209
36,1731092790.350344,None,None,None,-0.4747810363769531,None,0.41619062423706055
37,1731092792.0794163,None,None,None,-1,None,0.4161875247955322
38,1731092798.0859537,None,None,None,4.847789525985718,None,4.431599140167236
39,1731092804.0356998,None,None,None,-4.029557943344116,None,0.4020414352416992
40,1731092801.1082711,None,None,None,1.921952247619629,None,2.323993444442749
41,1731092805.0326579,None,None,None,0.99078369140625,None,3.314776659011841
42,1731092808.925435,None,None,None,-0.8999874591827393,None,2.4147891998291016
43,1731092809.1274354,None,None,None,2.6771841049194336,None,5.091974258422852
44,1731092817.8112297,None,None,None,-2.4522063732147217,None,2.6397669315338135
45,1731092816.4610846,None,None,None,2.4318695068359375e-05,None,2.639791250228882
46,1731092817.5631409,None,None,None,5.245208740234375e-06,None,2.639796733856201
47,1731092818.66519,None,None,None,-3.6716461181640625e-05,None,2.6397602558135986
48,1731092819.7671611,None,None,None,-1,None,2.6397621631622314
49,1731092825.7736964,None,None,None,1.6684327125549316,None,4.308191537857056
50,1731092828.4435298,None,None,None,-0.8342015743255615,None,3.4739902019500732
51,1731092828.6106913,None,None,None,-1.2008557319641113,None,2.273134708404541
52,1731092828.411264,None,None,None,0.01708817481994629,None,2.2902791500091553
53,1731092829.5303187,None,None,None,1.188835620880127,None,3.4790592193603516
54,1731092831.8211153,None,None,None,-0.23251819610595703,None,3.2465407848358154
55,1731092833.7924795,None,None,None,-0.8264772891998291,None,2.4200637340545654
56,1731092834.0678127,None,None,None,6.198883056640625e-05,None,2.420125722885132
57,1731092835.1699553,None,None,None,-6.008148193359375e-05,None,2.4200656414031982
58,1731092836.2719648,None,None,None,-0.00011706352233886719,None,2.4199483394622803
59,1731092837.3740292,None,None,None,0.00012564659118652344,None,2.420074462890625
60,1731092838.4761932,None,None,None,-6.4373016357421875e-06,None,2.4200682640075684
61,1731092839.578205,None,None,None,5.2928924560546875e-05,None,2.4201204776763916
62,1731092840.6804657,None,None,None,-2.7894973754882812e-05,None,2.420092821121216
63,1731092841.7824771,None,None,None,-2.2172927856445312e-05,None,2.4200711250305176
64,1731092842.884342,None,None,None,6.127357482910156e-05,None,2.4201319217681885
65,1731092843.9864645,None,None,None,-3.933906555175781e-05,None,2.4200925827026367
66,1731092845.0884275,None,None,None,6.67572021484375e-06,None,2.4200992584228516
67,1731092846.1904929,None,None,None,-2.9325485229492188e-05,None,2.420069932937622
68,1731092847.292556,None,None,None,2.6226043701171875e-05,None,2.420095920562744
69,1731092848.3945723,None,None,None,-3.814697265625e-06,None,2.4200921058654785
70,1731092849.496663,None,None,None,-2.6702880859375e-05,None,2.4200656414031982
71,1731092850.5986514,None,None,None,-7.152557373046875e-07,None,2.42006516456604
72,1731092851.7007878,None,None,None,-1,None,2.420067071914673
73,1731092857.7072759,None,None,None,-0.834174394607544,None,1.585890769958496
74,1731092857.9750588,None,None,None,1.2010676860809326,None,2.786958694458008
75,1731092860.2782576,None,None,None,0.13305306434631348,None,2.920011520385742
76,1731092861.513643,None,None,None,-0.24193763732910156,None,2.6780734062194824
77,1731092862.3739038,None,None,None,-0.2902412414550781,None,2.3878324031829834
78,1731092863.1858869,None,None,None,-0.011130094528198242,None,2.376702308654785
79,1731092864.2770243,None,None,None,0.18412184715270996,None,2.560823917388916
80,1731092865.563251,None,None,None,0.12119221687316895,None,2.682016372680664
81,1731092866.7864792,None,None,None,-0.07240033149719238,None,2.6096160411834717
82,1731092867.8163779,None,None,None,-0.17032790184020996,None,2.4392881393432617
83,1731092868.7481008,None,None,None,0.9632120132446289,None,3.4025001525878906
