round,t1,t2,t3,t4,offset,rtt,diff
1,1731093543.7103236,None,None,None,-1,None,0.1615614891052246
2,1731093549.716761,None,None,None,1.5617055892944336,None,1.7232632637023926
3,1731093552.2798245,None,None,None,-1.0565838813781738,None,0.6666793823242188
4,1731093552.2246437,None,None,None,-1,None,0.6666824817657471
5,1731093558.231071,None,None,None,2.210315465927124,None,2.8769948482513428
6,1731093561.4426892,None,None,None,-3.382176160812378,None,0.5051805973052979
7,1731093559.0821457,None,None,None,0.23940277099609375,None,0.2657780647277832
8,1731093560.3335752,None,None,None,-2.765655517578125e-05,None,0.2658054828643799
9,1731093561.3456001,None,None,None,-1,None,0.26580357551574707
10,1731093567.3519917,None,None,None,1.6684277057647705,None,1.4026217460632324
11,1731093570.0218089,None,None,None,-0.8341360092163086,None,0.5684857368469238
12,1731093570.189,None,None,None,-1.2459251880645752,None,0.6774392127990723
13,1731093569.9443963,None,None,None,-0.20055294036865234,None,0.8779926300048828
14,1731093570.7452302,None,None,None,0.5279734134674072,None,0.3500187397003174
15,1731093572.2745397,None,None,None,0.5625603199005127,None,0.2125411033630371
16,1731093573.8384707,None,None,None,0.03421521186828613,None,0.24675655364990234
17,1731093574.8739936,None,None,None,-0.38821840286254883,None,0.14146208763122559
18,1731093575.487129,None,None,None,0.06782174110412598,None,0.07364010810852051
19,1731093576.6536117,None,None,None,2.4379770755767822,None,2.3643367290496826
20,1731093585.0978806,None,None,None,-3.1281111240386963,None,0.7637743949890137
21,1731093582.9816725,None,None,None,6.937980651855469e-05,None,0.763704776763916
22,1731093583.9939349,None,None,None,-8.058547973632812e-05,None,0.7637853622436523
23,1731093585.0058508,None,None,None,2.6226043701171875e-05,None,0.7637588977813721
24,1731093586.0179296,None,None,None,-6.628036499023438e-05,None,0.7638249397277832
25,1731093587.0297778,None,None,None,-8.344650268554688e-06,None,0.7638332843780518
26,1731093588.0417078,None,None,None,-1,None,0.7638311386108398
27,1731093594.0482018,None,None,None,1.6683921813964844,None,0.9045584201812744
28,1731093596.7178907,None,None,None,-0.83420729637146,None,0.07035112380981445
29,1731093596.8850439,None,None,None,-0.5007033348083496,None,0.43035173416137695
30,1731093597.3962362,None,None,None,-0.08600974082946777,None,0.5163619518280029
31,1731093598.3221743,None,None,None,0.9281508922576904,None,0.4117891788482666
32,1731093602.242474,None,None,None,-1,None,0.4117913246154785
33,1731093608.2489824,None,None,None,1.0083277225494385,None,1.4201164245605469
34,1731093610.2587,None,None,None,-1.4942233562469482,None,0.07410669326782227
35,1731093609.765806,None,None,None,-0.6286580562591553,None,0.7027645111083984
36,1731093610.1489794,None,None,None,-0.21898341178894043,None,0.921748161315918
37,1731093610.9417398,None,None,None,0.049550533294677734,None,0.8721973896026611
38,1731093612.0032485,None,None,None,2.281489133834839,None,1.4092917442321777
39,1731093619.2796347,None,None,None,-1.991429090499878,None,0.5821373462677002
40,1731093618.3000312,None,None,None,2.2649765014648438e-05,None,0.5821139812469482
41,1731093619.3119495,None,None,None,-2.384185791015625e-06,None,0.5821170806884766
42,1731093620.3238866,None,None,None,1.5974044799804688e-05,None,0.5821013450622559
43,1731093621.3359225,None,None,None,6.4373016357421875e-06,None,0.582094669342041
44,1731093622.3479543,None,None,None,-2.5272369384765625e-05,None,0.5821197032928467
