round,t1,t2,t3,t4,offset,rtt,diff
1,1731141189.0454788,1731141188.8210454,None,1731141189.4461913,0.20035624504089355,0.4007124900817871,9.965896606445312e-05
2,1731141190.063944,1731141189.839689,None,1731141190.464745,0.2004004716873169,0.4008009433746338,9.489059448242188e-05
3,1731141196.523115,1731141196.298643,None,1731141196.9237728,0.20032894611358643,0.40065789222717285,4.9114227294921875e-05
4,1731141198.4254615,1731141198.2009904,None,1731141198.8260763,0.20030736923217773,0.40061473846435547,2.7418136596679688e-05
5,1731141210.2507727,1731141210.0263288,None,1731141210.651373,0.20030009746551514,0.4006001949310303,7.152557373046875e-06
6,1731141216.404426,1731141216.1799657,None,1731141216.8050518,0.20031285285949707,0.40062570571899414,2.2649765014648438e-05
7,1731141217.6152806,1731141217.3910196,None,1731141218.0161266,0.200423002243042,0.400846004486084,6.699562072753906e-05
8,1731141219.2629669,1731141219.0384994,None,1731141219.6635768,0.20030498504638672,0.40060997009277344,2.1457672119140625e-05
9,1731141220.881699,1731141220.6573205,None,1731141221.2823691,0.20033502578735352,0.40067005157470703,3.743171691894531e-05
10,1731141221.8395214,1731141221.615085,None,1731141222.2401824,0.20033049583435059,0.40066099166870117,1.5735626220703125e-05
11,1731141223.596535,1731141223.3720865,None,1731141223.9971435,0.20030426979064941,0.40060853958129883,1.1920928955078125e-06
12,1731141225.3422513,1731141225.1178153,None,1731141225.7429216,0.20033514499664307,0.40067028999328613,1.9788742065429688e-05
13,1731141226.8321705,1731141226.6077416,None,1731141227.232821,0.20032525062561035,0.4006505012512207,3.337860107421875e-06
14,1731141228.4795115,1731141228.2550743,None,1731141228.8801801,0.2003343105316162,0.4006686210632324,2.0503997802734375e-05
15,1731141230.0803022,1731141229.8558407,None,1731141230.4810135,0.2003556489944458,0.4007112979888916,6.628036499023438e-05
16,1731141231.834745,1731141231.610307,None,1731141232.2353947,0.2003248929977417,0.4006497859954834,1.1682510375976562e-05
17,1731141233.3135476,1731141233.0890863,None,1731141233.7143285,0.20039045810699463,0.40078091621398926,0.00010061264038085938
18,1731141234.4328425,1731141234.2083936,None,1731141234.8334918,0.2003246545791626,0.4006493091583252,2.2649765014648438e-05
19,1731141236.030331,1731141235.8059413,None,1731141236.430999,0.2003340721130371,0.4006681442260742,2.7418136596679688e-05
20,1731141237.121194,1731141236.896745,None,1731141237.5218284,0.20031726360321045,0.4006345272064209,1.5735626220703125e-05
21,1731141243.1025448,1731141242.8781347,None,1731141243.5031848,0.20032000541687012,0.40064001083374023,2.1219253540039062e-05
22,1731141249.6847072,1731141249.460259,None,1731141250.0853465,0.20031964778900146,0.40063929557800293,1.6450881958007812e-05
23,1731141250.996127,1731141250.7716823,None,1731141251.3967705,0.20032179355621338,0.40064358711242676,1.5735626220703125e-05
24,1731141252.0386727,1731141251.8142672,None,1731141252.4393742,0.20035076141357422,0.40070152282714844,5.0067901611328125e-06
25,1731141253.5214167,1731141253.2969623,None,1731141253.9220605,0.20032191276550293,0.40064382553100586,2.5033950805664062e-05
26,1731141254.6955826,1731141254.471175,None,1731141255.0963042,0.20036077499389648,0.40072154998779297,1.6927719116210938e-05
